,Projections hist.,Projections,Corrected,Historical
1955-08-01,21.062177826491066,21.062177826491066,,14.33012701892219
1955-09-01,18.49999999999997,18.49999999999997,,12.49999999999998
1955-10-01,15.000000000000048,15.000000000000048,,10.000000000000034
1955-11-01,11.500000000000023,11.500000000000023,,7.500000000000017
1955-12-01,8.937822173508934,8.937822173508934,,5.669872981077809
1956-01-01,8.0,8.0,,5.0
1956-02-01,8.937822173508897,8.937822173508897,,5.669872981077784
1956-03-01,11.499999999999961,11.499999999999961,,7.4999999999999725
1956-04-01,14.999999999999975,14.999999999999975,,9.999999999999982
1956-05-01,18.499999999999996,18.499999999999996,,12.499999999999998
1956-06-01,21.06217782649108,21.06217782649108,,14.330127018922198
1956-07-01,22.0,22.0,,15.0
1956-08-01,21.06217782649109,21.06217782649109,,14.330127018922209
1956-09-01,18.500000000000018,18.500000000000018,,12.500000000000012
1956-10-01,15.0,15.0,,10.0
1956-11-01,11.500000000000068,11.500000000000068,,7.500000000000049
1956-12-01,8.93782217350891,8.93782217350891,,5.669872981077792
1957-01-01,8.0,8.0,,5.0
1957-02-01,8.937822173508922,8.937822173508922,,5.669872981077801
1957-03-01,11.500000000000004,11.500000000000004,,7.500000000000002
1957-04-01,14.999999999999925,14.999999999999925,,9.999999999999947
1957-05-01,18.499999999999954,18.499999999999954,,12.499999999999966
1957-06-01,21.06217782649105,21.06217782649105,,14.33012701892218
1957-07-01,22.0,22.0,,15.0
1957-08-01,21.062177826491066,21.062177826491066,,14.330127018922191
1957-09-01,18.500000000000064,18.500000000000064,,12.500000000000044
1957-10-01,15.000000000000052,15.000000000000052,,10.000000000000037
1957-11-01,11.500000000000027,11.500000000000027,,7.5000000000000195
1957-12-01,8.937822173508934,8.937822173508934,,5.669872981077811
1958-01-01,8.0,8.0,,5.0
1958-02-01,8.937822173508895,8.937822173508895,,5.669872981077782
1958-03-01,11.49999999999996,11.49999999999996,,7.499999999999971
1958-04-01,14.999999999999973,14.999999999999973,,9.99999999999998
1958-05-01,18.499999999999993,18.499999999999993,,12.499999999999996
1958-06-01,21.062177826491077,21.062177826491077,,14.330127018922198
1958-07-01,22.0,22.0,,15.0
1958-08-01,21.062177826491094,21.062177826491094,,14.330127018922209
1958-09-01,18.50000000000002,18.50000000000002,,12.500000000000014
1958-10-01,15.000000000000004,15.000000000000004,,10.000000000000002
1958-11-01,11.499999999999986,11.499999999999986,,7.499999999999989
1958-12-01,8.937822173508959,8.937822173508959,,5.6698729810778286
1959-01-01,8.0,8.0,,5.0
1959-02-01,8.93782217350892,8.93782217350892,,5.669872981077799
1959-03-01,11.5,11.5,,7.5
1959-04-01,15.000000000000021,15.000000000000021,,10.000000000000014
1959-05-01,18.49999999999995,18.49999999999995,,12.499999999999964
1959-06-01,21.06217782649105,21.06217782649105,,14.33012701892218
1959-07-01,22.0,22.0,,15.0
1959-08-01,21.06217782649107,21.06217782649107,,14.330127018922191
1959-09-01,18.49999999999998,18.49999999999998,,12.499999999999986
1959-10-01,15.000000000000055,15.000000000000055,,10.000000000000039
1959-11-01,11.50000000000003,11.50000000000003,,7.500000000000021
1959-12-01,8.937822173508936,8.937822173508936,,5.669872981077812
1960-01-01,8.0,8.0,,5.0
1960-02-01,8.937822173508943,8.937822173508943,,5.669872981077816
1960-03-01,11.499999999999956,11.499999999999956,,7.499999999999968
1960-04-01,14.99999999999997,14.99999999999997,,9.999999999999979
1960-05-01,18.499999999999993,18.499999999999993,,12.499999999999993
1960-06-01,21.062177826491077,21.062177826491077,,14.330127018922198
1960-07-01,22.0,22.0,,15.0
1960-08-01,21.062177826491045,21.062177826491045,,14.330127018922175
1960-09-01,18.500000000000025,18.500000000000025,,12.500000000000018
1960-10-01,15.000000000000007,15.000000000000007,,10.000000000000005
1960-11-01,11.49999999999999,11.49999999999999,,7.499999999999991
1960-12-01,8.937822173508913,8.937822173508913,,5.669872981077795
1961-01-01,8.0,8.0,,5.0
1961-02-01,8.937822173508916,8.937822173508916,,5.669872981077798
1961-03-01,11.499999999999996,11.499999999999996,,7.499999999999998
1961-04-01,15.000000000000018,15.000000000000018,,10.000000000000012
1961-05-01,18.500000000000032,18.500000000000032,,12.500000000000023
1961-06-01,21.0621778264911,21.0621778264911,,14.330127018922214
1961-07-01,22.0,22.0,,15.0
1961-08-01,21.06217782649107,21.06217782649107,,14.330127018922193
1961-09-01,18.499999999999982,18.499999999999982,,12.499999999999988
1961-10-01,15.000000000000059,15.000000000000059,,10.00000000000004
1961-11-01,11.499999999999947,11.499999999999947,,7.499999999999962
1961-12-01,8.937822173508938,8.937822173508938,,5.6698729810778135
1962-01-01,8.0,8.0,,5.0
1962-02-01,8.937822173508941,8.937822173508941,,5.669872981077815
1962-03-01,11.499999999999952,11.499999999999952,,7.499999999999966
1962-04-01,15.000000000000066,15.000000000000066,,10.000000000000046
1962-05-01,18.49999999999999,18.49999999999999,,12.499999999999991
1962-06-01,21.062177826491073,21.062177826491073,,14.330127018922195
1962-07-01,22.0,22.0,,15.0
1962-08-01,21.062177826491094,21.062177826491094,,14.330127018922212
1962-09-01,18.50000000000003,18.50000000000003,,12.500000000000018
1962-10-01,15.00000000000001,15.00000000000001,,10.000000000000007
1962-11-01,11.499999999999991,11.499999999999991,,7.499999999999994
1962-12-01,8.937822173508915,8.937822173508915,,5.669872981077796
1963-01-01,8.0,8.0,,5.0
1963-02-01,8.937822173508916,8.937822173508916,,5.669872981077797
1963-03-01,11.499999999999993,11.499999999999993,,7.499999999999996
1963-04-01,15.000000000000014,15.000000000000014,,10.00000000000001
1963-05-01,18.50000000000003,18.50000000000003,,12.500000000000021
1963-06-01,21.062177826491048,21.062177826491048,,14.330127018922177
1963-07-01,22.0,22.0,,15.0
1963-08-01,21.062177826491073,21.062177826491073,,14.330127018922195
1963-09-01,18.50000000000007,18.50000000000007,,12.500000000000052
1963-10-01,15.000000000000062,15.000000000000062,,10.000000000000044
1963-11-01,11.49999999999995,11.49999999999995,,7.4999999999999645
1963-12-01,8.937822173508891,8.937822173508891,,5.669872981077779
1964-01-01,8.0,8.0,,5.0
1964-02-01,8.937822173508941,8.937822173508941,,5.669872981077814
1964-03-01,11.500000000000036,11.500000000000036,,7.500000000000026
1964-04-01,14.999999999999963,14.999999999999963,,9.999999999999973
1964-05-01,18.499999999999986,18.499999999999986,,12.49999999999999
1964-06-01,21.062177826491073,21.062177826491073,,14.330127018922195
1964-07-01,22.0,22.0,,15.0
1964-08-01,21.062177826491098,21.062177826491098,,14.330127018922212
1964-09-01,18.50000000000003,18.50000000000003,,12.500000000000021
1964-10-01,14.999999999999915,14.999999999999915,,9.99999999999994
1964-11-01,11.499999999999993,11.499999999999993,,7.499999999999996
1964-12-01,8.937822173508916,8.937822173508916,,5.669872981077797
1965-01-01,8.0,8.0,,5.0
1965-02-01,8.937822173508915,8.937822173508915,,5.669872981077796
1965-03-01,11.499999999999991,11.499999999999991,,7.499999999999994
1965-04-01,15.00000000000001,15.00000000000001,,10.000000000000007
1965-05-01,18.49999999999994,18.49999999999994,,12.499999999999957
1965-06-01,21.062177826491045,21.062177826491045,,14.330127018922177
1965-07-01,22.0,22.0,,15.0
1965-08-01,21.062177826491023,21.062177826491023,,14.330127018922159
1965-09-01,18.49999999999999,18.49999999999999,,12.499999999999991
1965-10-01,14.999999999999966,14.999999999999966,,9.999999999999975
1965-11-01,11.499999999999952,11.499999999999952,,7.499999999999966
1965-12-01,8.937822173508941,8.937822173508941,,5.669872981077815
1966-01-01,8.0,8.0,,5.0
1966-02-01,8.937822173508938,8.937822173508938,,5.6698729810778135
1966-03-01,11.499999999999947,11.499999999999947,,7.499999999999962
1966-04-01,14.99999999999996,14.99999999999996,,9.99999999999997
1966-05-01,18.499999999999982,18.499999999999982,,12.499999999999988
1966-06-01,21.062177826491023,21.062177826491023,,14.330127018922159
1966-07-01,22.0,22.0,,15.0
1966-08-01,21.06217782649105,21.06217782649105,,14.330127018922179
1966-09-01,18.499999999999947,18.499999999999947,,12.499999999999961
1966-10-01,15.000000000000018,15.000000000000018,,10.000000000000012
1966-11-01,11.499999999999996,11.499999999999996,,7.499999999999998
1966-12-01,8.937822173508916,8.937822173508916,,5.669872981077798
1967-01-01,8.0,8.0,,5.0
1967-02-01,8.937822173508913,8.937822173508913,,5.669872981077795
1967-03-01,11.49999999999999,11.49999999999999,,7.499999999999991
1967-04-01,14.999999999999908,14.999999999999908,,9.999999999999934
1967-05-01,18.500000000000025,18.500000000000025,,12.500000000000018
1967-06-01,21.062177826491094,21.062177826491094,,14.33012701892221
1967-07-01,22.0,22.0,,15.0
1967-08-01,21.062177826491077,21.062177826491077,,14.330127018922198
1967-09-01,18.499999999999993,18.499999999999993,,12.499999999999993
1967-10-01,14.99999999999997,14.99999999999997,,9.999999999999979
1967-11-01,11.500000000000043,11.500000000000043,,7.50000000000003
1967-12-01,8.937822173508943,8.937822173508943,,5.669872981077816
1968-01-01,8.0,8.0,,5.0
1968-02-01,8.937822173508886,8.937822173508886,,5.669872981077776
1968-03-01,11.499999999999943,11.499999999999943,,7.499999999999959
1968-04-01,15.000000000000055,15.000000000000055,,10.000000000000039
1968-05-01,18.500000000000064,18.500000000000064,,12.500000000000046
1968-06-01,21.06217782649107,21.06217782649107,,14.330127018922191
1968-07-01,22.0,22.0,,15.0
1968-08-01,21.06217782649105,21.06217782649105,,14.33012701892218
1968-09-01,18.500000000000036,18.500000000000036,,12.500000000000025
1968-10-01,15.000000000000021,15.000000000000021,,10.000000000000014
1968-11-01,11.5,11.5,,7.5
1968-12-01,8.93782217350897,8.93782217350897,,5.669872981077835
1969-01-01,8.0,8.0,,5.0
1969-02-01,8.93782217350891,8.93782217350891,,5.669872981077793
1969-03-01,11.500000000000071,11.500000000000071,,7.5000000000000515
1969-04-01,15.000000000000004,15.000000000000004,,10.000000000000002
1969-05-01,18.50000000000002,18.50000000000002,,12.500000000000014
1969-06-01,21.062177826491094,21.062177826491094,,14.330127018922209
1969-07-01,22.0,22.0,,15.0
1969-08-01,21.062177826491077,21.062177826491077,,14.330127018922198
1969-09-01,18.499999999999993,18.499999999999993,,12.499999999999996
1969-10-01,15.000000000000073,15.000000000000073,,10.000000000000052
1969-11-01,11.500000000000044,11.500000000000044,,7.500000000000032
1969-12-01,8.937822173508945,8.937822173508945,,5.669872981077818
1970-01-01,8.0,8.0,,5.0
1970-02-01,8.937822173508934,8.937822173508934,,5.669872981077811
1970-03-01,11.499999999999941,11.499999999999941,,7.499999999999957
1970-04-01,15.000000000000052,15.000000000000052,,10.000000000000037
1970-05-01,18.499999999999975,18.499999999999975,,12.499999999999982
1970-06-01,21.062177826491016,21.062177826491016,,14.330127018922155
1970-07-01,22.0,22.0,,15.0
1970-08-01,21.0621778264911,21.0621778264911,,14.330127018922216
1970-09-01,18.500000000000124,18.500000000000124,,12.500000000000089
1970-10-01,15.000000000000224,15.000000000000224,,10.00000000000016
1970-11-01,11.500000000000089,11.500000000000089,,7.500000000000064
1970-12-01,8.937822173508922,8.937822173508922,,5.669872981077801
1971-01-01,8.0,8.0,,5.0
1971-02-01,8.93782217350886,8.93782217350886,,5.669872981077757
1971-03-01,11.499999999999982,11.499999999999982,,7.499999999999988
1971-04-01,14.9999999999999,14.9999999999999,,9.999999999999929
1971-05-01,18.499999999999844,18.499999999999844,,12.49999999999989
1971-06-01,21.06217782649104,21.06217782649104,,14.330127018922173
1971-07-01,22.0,22.0,,15.0
1971-08-01,21.06217782649118,21.06217782649118,,14.33012701892227
1971-09-01,18.50000000000008,18.50000000000008,,12.50000000000006
1971-10-01,15.000000000000174,15.000000000000174,,10.000000000000124
1971-11-01,11.500000000000048,11.500000000000048,,7.500000000000034
1971-12-01,8.937822173508996,8.937822173508996,,5.669872981077855
1972-01-01,8.0,8.0,,5.0
1972-02-01,8.937822173508884,8.937822173508884,,5.6698729810777735
1972-03-01,11.49999999999985,11.49999999999985,,7.499999999999893
1972-04-01,14.999999999999948,14.999999999999948,,9.999999999999963
1972-05-01,18.499999999999886,18.499999999999886,,12.499999999999918
1972-06-01,21.062177826490966,21.062177826490966,,14.330127018922118
1972-07-01,22.0,22.0,,15.0
1972-08-01,21.062177826491155,21.062177826491155,,14.330127018922253
1972-09-01,18.500000000000043,18.500000000000043,,12.500000000000028
1972-10-01,15.000000000000126,15.000000000000126,,10.00000000000009
1972-11-01,11.500000000000005,11.500000000000005,,7.5000000000000036
1972-12-01,8.937822173508973,8.937822173508973,,5.669872981077837
1973-01-01,8.0,8.0,,5.0
1973-02-01,8.937822173508907,8.937822173508907,,5.669872981077791
1973-03-01,11.499999999999893,11.499999999999893,,7.499999999999924
1973-04-01,14.999999999999797,14.999999999999797,,9.999999999999856
1973-05-01,18.49999999999993,18.49999999999993,,12.499999999999948
1973-06-01,21.06217782649099,21.06217782649099,,14.330127018922136
1973-07-01,22.0,22.0,,15.0
1973-08-01,21.06217782649113,21.06217782649113,,14.330127018922237
1973-09-01,18.5,18.5,,12.5
1973-10-01,15.000000000000078,15.000000000000078,,10.000000000000057
1973-11-01,11.500000000000137,11.500000000000137,,7.500000000000098
1973-12-01,8.937822173508948,8.937822173508948,,5.669872981077821
1974-01-01,8.0,8.0,,5.0
1974-02-01,8.937822173508831,8.937822173508831,,5.669872981077737
1974-03-01,11.499999999999934,11.499999999999934,,7.499999999999954
1974-04-01,14.999999999999845,14.999999999999845,,9.99999999999989
1974-05-01,18.499999999999797,18.499999999999797,,12.499999999999856
1974-06-01,21.062177826491016,21.062177826491016,,14.330127018922152
1974-07-01,22.0,22.0,,15.0
1974-08-01,21.06217782649111,21.06217782649111,,14.33012701892222
1974-09-01,18.50000000000013,18.50000000000013,,12.500000000000092
1974-10-01,15.00000000000003,15.00000000000003,,10.000000000000021
1974-11-01,11.500000000000096,11.500000000000096,,7.5000000000000675
1974-12-01,8.937822173509023,8.937822173509023,,5.669872981077874
1975-01-01,8.0,8.0,,5.0
1975-02-01,8.937822173508856,8.937822173508856,,5.669872981077754
1975-03-01,11.499999999999805,11.499999999999805,,7.49999999999986
1975-04-01,14.999999999999893,14.999999999999893,,9.999999999999924
1975-05-01,18.49999999999984,18.49999999999984,,12.499999999999886
1975-06-01,21.062177826491038,21.062177826491038,,14.33012701892217
1975-07-01,22.0,22.0,,15.0
1975-08-01,21.062177826491084,21.062177826491084,,14.330127018922202
1975-09-01,18.50000000000009,18.50000000000009,,12.500000000000064
1975-10-01,15.000000000000181,15.000000000000181,,10.00000000000013
1975-11-01,11.500000000000053,11.500000000000053,,7.500000000000038
1975-12-01,8.937822173509,8.937822173509,,5.669872981077857
1976-01-01,8.0,8.0,,5.0
1976-02-01,8.93782217350888,8.93782217350888,,5.669872981077772
1976-03-01,11.499999999999845,11.499999999999845,,7.49999999999989
1976-04-01,14.999999999999941,14.999999999999941,,9.99999999999996
1976-05-01,18.49999999999988,18.49999999999988,,12.499999999999915
1976-06-01,21.062177826491062,21.062177826491062,,14.330127018922187
1976-07-01,22.0,22.0,,15.0
1976-08-01,21.06217782649116,21.06217782649116,,14.330127018922255
1976-09-01,18.500000000000046,18.500000000000046,,12.500000000000034
1976-10-01,15.000000000000133,15.000000000000133,,10.000000000000096
1976-11-01,11.500000000000185,11.500000000000185,,7.5000000000001315
1976-12-01,8.937822173508977,8.937822173508977,,5.66987298107784
1977-01-01,8.0,8.0,,5.0
1977-02-01,8.937822173508804,8.937822173508804,,5.6698729810777175
1977-03-01,11.499999999999886,11.499999999999886,,7.49999999999992
1977-04-01,14.99999999999999,14.99999999999999,,9.999999999999993
1977-05-01,18.49999999999975,18.49999999999975,,12.499999999999822
1977-06-01,21.062177826490988,21.062177826490988,,14.330127018922134
1977-07-01,22.0,22.0,,15.0
1977-08-01,21.062177826491133,21.062177826491133,,14.330127018922239
1977-09-01,18.500000000000007,18.500000000000007,,12.500000000000004
1977-10-01,15.000000000000085,15.000000000000085,,10.00000000000006
1977-11-01,11.499999999999972,11.499999999999972,,7.499999999999979
1977-12-01,8.937822173509051,8.937822173509051,,5.669872981077893
1978-01-01,8.0,8.0,,5.0
1978-02-01,8.937822173508827,8.937822173508827,,5.669872981077734
1978-03-01,11.499999999999929,11.499999999999929,,7.4999999999999485
1978-04-01,14.999999999999838,14.999999999999838,,9.999999999999885
1978-05-01,18.499999999999964,18.499999999999964,,12.499999999999975
1978-06-01,21.06217782649091,21.06217782649091,,14.330127018922079
1978-07-01,22.0,22.0,,15.0
1978-08-01,21.06217782649111,21.06217782649111,,14.330127018922221
1978-09-01,18.500000000000135,18.500000000000135,,12.500000000000098
1978-10-01,15.000000000000037,15.000000000000037,,10.000000000000027
1978-11-01,11.500000000000101,11.500000000000101,,7.500000000000072
1978-12-01,8.937822173508927,8.937822173508927,,5.6698729810778055
1979-01-01,8.0,8.0,,5.0
1979-02-01,8.937822173508852,8.937822173508852,,5.669872981077751
1979-03-01,11.499999999999797,11.499999999999797,,7.499999999999856
1979-04-01,14.999999999999886,14.999999999999886,,9.999999999999918
1979-05-01,18.499999999999833,18.499999999999833,,12.499999999999881
1979-06-01,21.062177826491034,21.062177826491034,,14.330127018922168
1979-07-01,22.0,22.0,,15.0
1979-08-01,21.062177826491187,21.062177826491187,,14.330127018922276
1979-09-01,18.500000000000096,18.500000000000096,,12.500000000000068
1979-10-01,15.000000000000188,15.000000000000188,,10.000000000000135
1979-11-01,11.50000000000006,11.50000000000006,,7.500000000000043
1979-12-01,8.937822173509003,8.937822173509003,,5.669872981077859
1980-01-01,8.0,8.0,,5.0
1980-02-01,8.937822173508778,8.937822173508778,,5.669872981077698
1980-03-01,11.49999999999984,11.49999999999984,,7.499999999999885
1980-04-01,14.999999999999934,14.999999999999934,,9.999999999999954
1980-05-01,18.499999999999876,18.499999999999876,,12.499999999999911
1980-06-01,21.06217782649106,21.06217782649106,,14.330127018922184
1980-07-01,22.0,22.0,,15.0
1980-08-01,21.062177826491062,21.062177826491062,,14.330127018922187
1980-09-01,18.500000000000227,18.500000000000227,,12.50000000000016
1980-10-01,15.00000000000014,15.00000000000014,,10.000000000000101
1980-11-01,11.50000000000019,11.50000000000019,,7.500000000000136
1980-12-01,8.93782217350898,8.93782217350898,,5.669872981077843
1981-01-01,8.0,8.0,,5.0
1981-02-01,8.9378221735089,8.9378221735089,,5.669872981077786
1981-03-01,11.500000000000053,11.500000000000053,,7.500000000000038
1981-04-01,14.999999999999783,14.999999999999783,,9.999999999999845
1981-05-01,18.49999999999992,18.49999999999992,,12.49999999999994
1981-06-01,21.062177826490984,21.062177826490984,,14.33012701892213
1981-07-01,22.0,22.0,,15.0
1981-08-01,21.062177826491137,21.062177826491137,,14.33012701892224
1981-09-01,18.50000000000001,18.50000000000001,,12.500000000000009
1981-10-01,15.000000000000291,15.000000000000291,,10.000000000000208
1981-11-01,11.50000000000015,11.50000000000015,,7.500000000000107
1981-12-01,8.937822173509055,8.937822173509055,,5.669872981077896
1982-01-01,8.0,8.0,,5.0
1982-02-01,8.937822173508923,8.937822173508923,,5.669872981077803
1982-03-01,11.499999999999924,11.499999999999924,,7.499999999999945
1982-04-01,15.00000000000003,15.00000000000003,,10.000000000000021
1982-05-01,18.499999999999787,18.499999999999787,,12.499999999999847
1982-06-01,21.06217782649101,21.06217782649101,,14.330127018922148
1982-07-01,22.0,22.0,,15.0
1982-08-01,21.062177826491116,21.062177826491116,,14.330127018922223
1982-09-01,18.500000000000142,18.500000000000142,,12.500000000000101
1982-10-01,15.000000000000044,15.000000000000044,,10.000000000000032
1982-11-01,11.500000000000279,11.500000000000279,,7.500000000000199
1982-12-01,8.93782217350903,8.93782217350903,,5.669872981077879
1983-01-01,8.0,8.0,,5.0
1983-02-01,8.937822173508849,8.937822173508849,,5.6698729810777495
1983-03-01,11.499999999999964,11.499999999999964,,7.499999999999974
1983-04-01,14.99999999999988,14.99999999999988,,9.999999999999915
1983-05-01,18.5,18.5,,12.5
1983-06-01,21.06217782649093,21.06217782649093,,14.330127018922095
1983-07-01,22.0,22.0,,15.0
1983-08-01,21.06217782649119,21.06217782649119,,14.330127018922278
1983-09-01,18.5000000000001,18.5000000000001,,12.500000000000071
1983-10-01,15.000000000000195,15.000000000000195,,10.00000000000014
1983-11-01,11.500000000000066,11.500000000000066,,7.500000000000046
1983-12-01,8.937822173508907,8.937822173508907,,5.669872981077791
1984-01-01,8.0,8.0,,5.0
1984-02-01,8.937822173508874,8.937822173508874,,5.669872981077766
1984-03-01,11.499999999999833,11.499999999999833,,7.499999999999881
1984-04-01,14.999999999999927,14.999999999999927,,9.999999999999948
1984-05-01,18.49999999999987,18.49999999999987,,12.499999999999908
1984-06-01,21.062177826491055,21.062177826491055,,14.330127018922182
1984-07-01,22.0,22.0,,15.0
1984-08-01,21.062177826491165,21.062177826491165,,14.33012701892226
1984-09-01,18.50000000000006,18.50000000000006,,12.500000000000043
1984-10-01,15.000000000000147,15.000000000000147,,10.000000000000105
1984-11-01,11.500000000000023,11.500000000000023,,7.500000000000017
1984-12-01,8.937822173508984,8.937822173508984,,5.6698729810778445
1985-01-01,8.0,8.0,,5.0
1985-02-01,8.937822173508797,8.937822173508797,,5.669872981077713
1985-03-01,11.499999999999876,11.499999999999876,,7.499999999999911
1985-04-01,14.999999999999776,14.999999999999776,,9.99999999999984
1985-05-01,18.49999999999991,18.49999999999991,,12.499999999999936
1985-06-01,21.06217782649098,21.06217782649098,,14.330127018922129
1985-07-01,22.0,22.0,,15.0
1985-08-01,21.06217782649104,21.06217782649104,,14.330127018922173
1985-09-01,18.500000000000192,18.500000000000192,,12.500000000000135
1985-10-01,15.0000000000001,15.0000000000001,,10.000000000000071
1985-11-01,11.500000000000155,11.500000000000155,,7.50000000000011
1985-12-01,8.937822173508959,8.937822173508959,,5.669872981077828
1986-01-01,8.0,8.0,,5.0
1986-02-01,8.937822173508922,8.937822173508922,,5.669872981077801
1986-03-01,11.499999999999744,11.499999999999744,,7.499999999999817
1986-04-01,14.999999999999826,14.999999999999826,,9.999999999999876
1986-05-01,18.49999999999978,18.49999999999978,,12.499999999999844
1986-06-01,21.062177826491002,21.062177826491002,,14.330127018922145
1986-07-01,22.0,22.0,,15.0
1986-08-01,21.062177826491116,21.062177826491116,,14.330127018922227
1986-09-01,18.499999999999975,18.499999999999975,,12.499999999999982
1986-10-01,15.00000000000025,15.00000000000025,,10.00000000000018
1986-11-01,11.500000000000114,11.500000000000114,,7.500000000000081
1986-12-01,8.937822173509034,8.937822173509034,,5.669872981077882
1987-01-01,8.0,8.0,,5.0
1987-02-01,8.937822173508845,8.937822173508845,,5.669872981077747
1987-03-01,11.49999999999996,11.49999999999996,,7.499999999999971
1987-04-01,14.999999999999675,14.999999999999675,,9.999999999999767
1987-05-01,18.499999999999822,18.499999999999822,,12.499999999999872
1987-06-01,21.062177826491027,21.062177826491027,,14.330127018922163
1987-07-01,22.0,22.0,,15.0
1987-08-01,21.062177826491094,21.062177826491094,,14.330127018922209
1987-09-01,18.500000000000107,18.500000000000107,,12.500000000000076
1987-10-01,15.000000000000004,15.000000000000004,,10.000000000000002
1987-11-01,11.500000000000243,11.500000000000243,,7.500000000000174
1987-12-01,8.937822173509009,8.937822173509009,,5.669872981077864
1988-01-01,8.0,8.0,,5.0
1988-02-01,8.93782217350887,8.93782217350887,,5.669872981077764
1988-03-01,11.499999999999828,11.499999999999828,,7.4999999999998765
1988-04-01,14.999999999999922,14.999999999999922,,9.999999999999943
1988-05-01,18.500000000000036,18.500000000000036,,12.500000000000025
1988-06-01,21.062177826490952,21.062177826490952,,14.33012701892211
1988-07-01,22.0,22.0,,15.0
1988-08-01,21.06217782649117,21.06217782649117,,14.330127018922262
1988-09-01,18.500000000000064,18.500000000000064,,12.500000000000046
1988-10-01,15.000000000000155,15.000000000000155,,10.00000000000011
1988-11-01,11.500000000000028,11.500000000000028,,7.500000000000021
